Tomaz Turbano;21 de maio de 2019;Não tô conseguindo usar mais o aplicativo, sempre aparece uma mensagem de acesso restrito, alguém pode me explicar por quê isso?;;
Luciano Vidigal;1 de setembro de 2019;Eh bom..gostei;;
Wanderson Ramos;14 de agosto de 2019;muito bom e fácil;;
Um usuário do Google;19 de novembro de 2018;Não consigo acessar minha conta. Diz que os dados estão errados, porém, eu coloco corretamente. Não entendo, não consigo colocar nenhum dos 3 cartões que tenho 😨😑😑;;
Verônica Barros;9 de outubro de 2019;Rápido e fácil;;
Ivina Pereira;28 de março de 2019;O app era ótimo mas depois dessa ultima atualização não consigo acessar. É f...da, resolvam isso desenvolvedores.;;
Junio Gomes;12 de junho de 2019;Eu desbloqueei esse cartão pelo app e fiz uma senha de 4 dígitos. É essa senha que uso em todos os lugares? Me responde por favor, obrigado.;;
Gabriel Jesus;10 de agosto de 2019;horrível, n consigo entrar no meu perfil pq diz não ter conexão de internet msm tendo NAO RECOMENDO PARA NINGUÉM;;
Rogerio nascimento;2 de maio de 2019;bom de mais;;
Canal 100 Nome;25 de setembro de 2019;Esse aplicativo é horrivel. Nao da pra fazer login. So serve pra ver os numeros de contato Sac.;;
Lucimara Souza;5 de junho de 2019;meu acesso foi bloqueado sem ter errado a senha 🤔😠;;
Suellen Prestes;30 de abril de 2019;Muito bom atende a todas as necessidades;;
Joyce S.S;30 de maio de 2019;como faço pra cadastrar dois cartão no aplicativo sendo no mesmo CPF? já tentei e não tá dando certo.;;
Eduardo Gomes;20 de julho de 2019;Bom app, auxilia bastante!;;
Jose Lucilan;2 de agosto de 2019;poderia manda a notificação da compra em tempo real;;
Diego Gustavo;28 de abril de 2019;Para ser nota 10 só falta os gastos serem lançados no App eu tempo real ou no mesmo dia.;;
Francisco Santos;5 de junho de 2019;é muito bom tou gostando;;
JOSE EVANDRO DA SILVA;26 de janeiro de 2019;Na opcao pagamento, para os cartoes sem bandeira C&A, nao disponibiliza o codigo para o cliente efetuar o pagamento;;
Rubens oliveira barbosa;24 de setembro de 2019;Recomendo a todos;;
Murillex gamer;14 de agosto de 2019;muito ruim.nao consigo ver minhas faturas;;
Neia Almeida;29 de julho de 2019;gostei do aplicativo;;
Sidnei Matos;25 de abril de 2019;tenho uma internet 10 mega de velocidade tento usar o app pelo wifi e parece uma mensagem que não a conexão não estou entendendo esse app mais com os dados móveis de qualquer operadora funciona e quando eu não tiver saldo para utilizar os dados móveis 🤔;;
patricia barbosa;29 de agosto de 2019;Adorei faço todas minha transação por ele;;
Marcelo Rodrigues;9 de agosto de 2019;o aplicativo fico ruim de uma hora pra outra toda vez que vou entrar só da erro sem conexão e pede pra verificar a rede sendo que estou conectado? ?qual é o problema?;;
Mario Enrique;21 de maio de 2019;óptimo e seguro.;;
Guilherme Lopes;11 de junho de 2019;ótimo esse app;;
Ana Cristina silva de Souza;14 de janeiro de 2019;ótimo, adianta a vida corrida do dia à dia.;;
Rita cruz;2 de outubro de 2019;Prático ,nós ajuda a controlar nosso gasto.;;
Npc Gamer;4 de maio de 2019;muito bom obrigado;;
Anderson Timm;18 de maio de 2019;estou gostando muito,bem prático.;;
Geovan Dantas;12 de julho de 2019;Otimo app,estão de parebens continui assim.;;
joseph pablo;11 de setembro de 2019;Aplicativo ultrapassado não atualiza nunca os dados paguei a fatura dia 4 e até agora não saiu quero ver os lançamentos futuros e é impossível nunca sabemos se a fatura a pagar é a atual a vencida ou a ja paga por ser um banco grande deveria ter um aplicativo a altura;;
lisandra veras;7 de agosto de 2019;App muito confuso, quando vou consultar limite dá erro e tenho q ligar pro fone facil. Entao estarei desinstalando o App pq ele não serve nem para ver o limite disponivel .;;
Um usuário do Google;21 de dezembro de 2018;horrivel so consegui acessar as informaçoes uma vez sempre que preciso nunca consigo entrar no meu perfil app pessimo. nao merece nem meia estrela;;
Cleiton Moreira;24 de maio de 2019;muito bom app;;
Alessandro Pires do Carmo;22 de julho de 2019;prático e simples de usar;;
Keciane Sampaio;12 de março de 2019;gente Me Ajudem Pelo amor De Deus. Eu baixei coloquei Meu Nome/CPF/N° do Cartao/& Minha Senha. mais Ai Dar Como Se Tivesse Com As Informaçoes Incorreta. eu Tento Tirar A Foto Do N° Do Cartao, mais Tambem Nao Dar certo. so Fica Mandando Esperar Me Ajudem Por Favor.;;
Vitor Santos;2 de setembro de 2019;Show de bola;;
Jaine Gracenio;13 de setembro de 2018;Já uso a um bom tempo e não está funcionando mais desde a semana passada. Aparece que o sistema não está disponível tentar mais tarde! Já tem alguns dias precisando ver e não tem como 🙄😤;;
Frank Fineze;11 de maio de 2019;Poderia Mostrar os Meses PAGO em mais evidencia apos o pagamento concluído;;
Um usuário do Google;2 de outubro de 2018;Nao funciona. Mesmo problema que todos relatam referentes a dados cadastrais;;
Um usuário do Google;3 de janeiro de 2019;e péssimo não consegui realizar nen o cadastro no app;;
Weligton Sousa;3 de setembro de 2019;Baixei agora vou availar ele mlhr;;
Rosa Santiago;28 de agosto de 2019;Nao quero ser debitado por conta e sim por email;;
Vanderlea Ferreira Da Luz;6 de setembro de 2019;Eese app é um pouco desorganizado;;
Um usuário do Google;5 de dezembro de 2018;Não consigo acessar a conta e nem a fatura fica sempre dando erro;;
Alex Pereira;23 de julho de 2019;aplicativo horrível, nunca mais faço cartão na bradesco enrolação pra resolver tudo, vão pra caixa que é melhor!!;;
Clauder Monteiro;11 de agosto de 2019;muito bom App;;
Líliam Casali;1 de fevereiro de 2019;Detestei. Não consigo me cadastrar.;;
Oneida Leal;22 de agosto de 2019;Pois nao consegui desbloquear o meu cartao. Agora terei que ir no banco. Pois nao consegui tirar a foto para cadastrar .;;
myke medeiros;28 de abril de 2019;Normal, precisa atualizar as compras mais rapidamente. Se possível, no ato das compras realizadas;;
Rita Góes;9 de novembro de 2018;Atualmente no aplicativo só aparece a mensagem "serviço indisponível". Não consigo acessar.;;
Um usuário do Google;23 de janeiro de 2019;o aplicativo está travando muito tá horrível pelo amor de deus melhorem isso;;
Jeci Melo;2 de maio de 2019;o aplicativo Bradesco cartões trava muito demora de mais pra abrir;;
Yuri Santos;18 de maio de 2019;precisa de algumas melhorias, mas bom para navegar.;;
Renata Fernandes;5 de maio de 2019;gosto bastante. é bem completo;;
Adriana Araújo;4 de agosto de 2019;quase sempre sem atualização e fora do ar;;
Bruno Assunção;11 de outubro de 2019;Muito bom, consigo acompanhar em tempo real minha fatura, e saldo.;;
Mariaestelatenorio Santos;14 de maio de 2019;App muito bom e seguro.;;
Marcileny Oliveira;10 de setembro de 2019;Não consigo cadastrar, só diz que a situação do meu cartão não permite cadastro no aplicativo.;;
Josimeire dos Santos Santos;11 de junho de 2019;Boa tarde! Baixei o aplicativo e confesso que não me agradou, minha intenção é para acompanhar meu saldo de pontos e acabo descobrindo que nao se íntegra aos informações. Aproveita e já deixo minha reclamação para o atendimento por telefone, foi apenas uma (01) hora tentando falar e nenhum atendimen…;;
Caicque Freitas da Silva;25 de abril de 2019;baixei o app tirei foto do cartao e fica falando que o número esta errado;;
Linda Martins;18 de janeiro de 2019;Maravilhoso, é muito pratico e fora que tenho na palma da mão total controle dos meus gastos;;
Sergio Ricardo;19 de junho de 2019;Muito bom App de fácil compreensão e muito ágil nas informações.;;
amante do reggae;23 de maio de 2019;só dei uma estrela pq sem ela não teria como comentar App podre coloco todos os dados do cartão quando finalizo pedi cartão elegível sendo que já até fiz compra nele.;;
Claudia Assis;1 de março de 2019;Não recomendo o aplicativo e muito menos a central!!! Estou a 1 mês esperando minha nova senha e o que aconteceu ? liguei novamente na central e eles disseram que o meu endereço estava errado sendo que eu já tinha confirmado tudo na primeira vez e agora estou á 15 dias esperando a " nova senha no en…;;
Pedro Junior;22 de janeiro de 2019;Eu não consigo criar um perfil no aplicativo ja tentei várias vezes coloco todos meus dados e o aplicativo responde que não foi possível concluir meu perfil porque isso???;;
uilma dias;24 de setembro de 2019;Parabéns ótima app;;
Edilson Alexandrino Da Rocha;24 de maio de 2019;muito bom gostei aplicativo excelente,parabéns;;
Rosa Maria Da Silva Moutinho;5 de setembro de 2019;Não tem muita funcionalidade o App...o q tem aqui Eu consigo consultar pelo App do Banco. Não consigo fazer algumas transações, como negociação, por exemplo.;;
musica life;29 de agosto de 2019;O App Nao Funciona De Jeito Nenhum , Resolvam Isso Gente , Precisamos Usar Ele ne , simplesmente nao sai da parte do cpf , ele nao prossegue e fica por la mesmo .;;
Ivanildo Ferreira;18 de setembro de 2019;O pior app de cartão de todos que eu tenho, nunca funcionou e não tem a opção para imprimir a fatura;;
Bia Nascimento;23 de julho de 2019;amei atende todos os requisitos ❤ muito bom mesmo super indico;;
cilenesilva Cilene;17 de agosto de 2019;o app e bom me ajuda a controlar meus gastos com meu cartao super indico.;;
edson andrade porciuncula;3 de maio de 2019;Bom, mais com algumas duvidas;;
CRIS RAMOS;1 de agosto de 2019;nao consigo entrar pelo meu celular...;;
Claudete Pereira Da Silva;15 de junho de 2019;parabéns muito bom aplicativo;;
Robson Silva;4 de julho de 2019;O app é legal, entretanto, não estou conseguindo utilizar meus cartões, apenas um. Já finalizei o cadastro, mas não está aparecendo a opção de incluir outro (s) cartão (ões), me ajudem, por favor, e então avaliarei melhor o app.;;
Elaine Cristina;20 de setembro de 2019;Achei de fácil manuseio;;
Airton Oliveira;30 de abril de 2019;Uso com frequencia. Muito bom!;;
Roseane Santana;21 de julho de 2019;otimo aplicativo mim ajuda bastante;;
Kleber Mourato;19 de junho de 2019;App não abre mais;;
Um usuário do Google;12 de novembro de 2018;O app é péssimo, mostra limites que não condizem com o disponível, não mostra lançamentos futuros corretamente. As informações precisam ser mostradas com o máximo de exatidão possível. Um app é para ajudar e não para atrapalhar quem utiliza.;;
ademilson marcelino;30 de julho de 2019;muito pratico e facil de acessar e eu super recomendo a todos.;;
Thayna Almeida;7 de abril de 2019;Não cadastra o Perfil, sempre que digitado ou até mesmo capturado o número do cartão! Diz que está incorreto!;;
Camila Cardoso;9 de setembro de 2019;Fácil,simples e seguro;;
gilmar rogerio;6 de setembro de 2019;Muito ruim bao atende as necessidades;;
Bruno Leonardo Pires;2 de janeiro de 2019;Nao tem como saber se o cartao está bloqueado ou nao após o vencimento, e o limite restante contina aparecendo normal. Alem disso demora atualizar demais quando fazemos o pagamento, o app do itau é bem mais rapido.;;
Ana Kecya;14 de janeiro de 2019;Péssimo aplicativo,demora muito pra atualizar não da pra resolver nada pelo app.Você faz o pagamento em uma semana na outra ainda não tem caído o pagamento que vc fez.Poderia ser melhor;;
Neide Viana;16 de agosto de 2019;agora conto com mais comodidade;;
Vanessa Kischkel;9 de julho de 2019;amei muito prático ♥️;;
Ana Santos;31 de agosto de 2019;Digito o numero do cartão para cadastrar e diz para verificar o numero do cartão. Já desistalei digitei de novo e não consegui. É o cartão leader;;
Anderson Silva;12 de outubro de 2019;Gostei rapido e pratico;;
Rafael Gouveia;8 de maio de 2019;NAO CONSIGO CONCLUIR O CADASTRO DO MEU PERFIL. DA ERRO ACOMPANHADO PELO NOME: SERVIÇO INDISPONIVEL;;
Luciane Ferreira;5 de julho de 2019;O cartão de crédito casas Bahia serve pra esse APP?;;
Lisyanne Ramalho;8 de novembro de 2018;Não consegui criar meu perfil. Estou tentando há dias e nada... horrível!;;
Jan Santos;25 de maio de 2019;Simples, mas prático.;;
Cintia Oliveira;7 de junho de 2019;pratico e eficiente, por enquanto tem atendido minhas necessidades 😉;;
Daliana Nascimento;9 de setembro de 2019;Muito bom esse app, só falta parar de pedir conta, pq não uso conta Bradesco.;;
Jaquelyne_queiroz Queiroz;7 de maio de 2019;facilita a minha vida bastanteeee;;
Taiane Rocha Souza;15 de maio de 2019;O APP NÃO ABRE, SÓ DIZ QUE "POR MOTIVO DE SEGURANÇA O APLICATIVO SERÁ FECHADO". COMO FAZ PARA USAR O APP?;;
Taty Santos;13 de agosto de 2019;App muito bom eu recomendo.;;
Mau Chiarotto;7 de julho de 2019;muito bom, mas nao gosto que peça acesso a localização.....;;
Rita de Cassia;27 de julho de 2019;Parece ser bom,vou usar agora e ainda não dá pra avaliar muito.;;
francisco edmar guerra viana;18 de setembro de 2019;Muito bom gostei!;;
Jeferson Souza;3 de janeiro de 2019;Só consegui abrir uma vez pra cadastrar o cartão... depois daí só da erro;;
Thallison Santos;7 de julho de 2019;Ainda não aparecem as compras em tempo real;;
lucas _;3 de maio de 2019;este App é seguro ?;;
Rodrigo Schueler;3 de agosto de 2019;como faço para ver todas as faturas futuras de todos os meses que tem vencimentos?;;
Carlos Lima;9 de maio de 2019;Esperiencia boa com o aplicativo;;
Atila Souza;14 de janeiro de 2019;Estava funcionando normalmente agora quando seleciono para colocar a senha ele volta para o inicio. nao consigo acessar.;;
Douglas Silva;13 de agosto de 2019;nunca mostra o valor do limite disponível correto.;;
Tartaruga do Grau;12 de outubro de 2019;N consigo acesssar meu cartao. So da cadrasto invalido.;;
Shyrlen Montenegro;28 de março de 2019;Não funciona em tempo real poderia melhorar esse aplicativo. ja atualizei e não adiantou nada;;
Piedade Neponuceno;4 de abril de 2019;Eu não consegui até agora fazer um perfil no app e usar os benefícios por exemplo paguei esse mês e não sei se quanto tem de limite;;
Sandra Juny;6 de maio de 2019;gostei sim e bem claro pra oq eu nessecito;;
Tereza Gentilin Adão;11 de outubro de 2019;E muito bom;;
Um usuário do Google;25 de novembro de 2018;Eu uso o app para administrar o BradesCard antigo ib e funciona bem!;;
Fernanda Andrade Monteiro;14 de agosto de 2019;O aplicativo é péssimo. A forma como ele é apresentado não é explicativo. Muito confuso. Fora q minha senha para acesso está bloqueada. Já liguei para a Central, expliquei q estou sem acesso, resetaram a minha conta e continuo bloqueada. Sinceramente, péssimo!!! Só ficarei com o cartão até pagar o q…;;
williams macdonald de la rosa macdonald de la rosa;3 de junho de 2019;ótimo nos ajuda muito e.muito aplicativo muito bom;;
Railma Araujo;7 de junho de 2019;Mandei um e-mail para vocês, e até agora não resolveu o problema do App;;
Adriano Inácio;22 de setembro de 2019;Uns dos melhores que já vii;;
Felipe da Conceição;14 de outubro de 2019;Seria ótimo se este aplicativo enviasse uma notificação informando sobre o vencimento da fatura no dia do vencimento Notificar quando for feito uma compra.;;
Leandro Oliveira;18 de agosto de 2019;muito bom mim ajuda bastante a gerênciar meu orçamento;;
Fabiano Duarte;5 de abril de 2019;aplicativo era bom .. agora não estou conseguindo entrar mas , fica dando erro , aparece uma tela dizendo que as informações estão com problemas , sendo que estão certas .. vou desinstalar , quando melhorar pode ser que eu instale novamente;;
Renilson Gomes;2 de maio de 2019;muito bom resolve minhas conta sem saí de casa.;;
DINHO MARTINS;19 de julho de 2019;Fácil usar e prático pra conferir a situação do cartão;;
isabel cristina;20 de junho de 2019;péssimo pois baixei e não consegui acesso e se não conseguir o que quero vou canselar esse cartão c&a .Pois se não temos más o direito de receber as faturas temos o direito de acompanhar os gastos .Pois estou vendo que no meu cartão tem compra que não reconheço.;;
Ray Alves;11 de outubro de 2018;APP péssimo, não consigo cadastrar meu cartão, to desde o começo DS semana tentando entrar e não consigo, porque aparece que o app esta fora do ar, o aplicativo deveria facilitar nossa vida, não complicar! Desinstalando já que não serve pra nada, só faz gastar memória do meu celular.;;
Marinalva Muniz;10 de outubro de 2019;Só necessita de informar o que vai ser acrescentado ainda na fatura;;
Rosane Teixeira Bonfim Leite;29 de abril de 2019;Rápido e eficaz.;;
Rosineteetonho Pereira;24 de maio de 2019;Gostei do novo aplicativo do Bradesco cartões, ficou mais rápido e prático!;;
Amanda Alves;7 de dezembro de 2018;Demora demais para lançar limite disponível e compras. E demora demais para compensar o valor e liberar o limite novamente.;;
Maike oliver;5 de janeiro de 2019;vou classificar só com uma estrela,pq não consigo cadastrar meu cartão,coloquei meu nome,meu cpf ate ai tudo bem,coloquei o número do cartão,tirei foto do cartão,coloquei a senha do cartão e não consigo cadastrar pq diz que o número do cartão está errado "verifique o número do cartão e tente novamen…;;
Adegilson Alves;2 de abril de 2019;Olha esse aplicativo deveria atualizar sempre,pq eu ja paguei e ainda ta combrando.;;
Robison Castro;1 de julho de 2019;Facilidade e agilidade;;
Um usuário do Google;11 de fevereiro de 2019;Eu só tenho um cartão para mim eu consigo ver tudo;;
Felipe Bonanati;30 de dezembro de 2018;falta opção de antecipação de fatura pra quem tem débito automático;;
Marinete Pinto Vales;4 de agosto de 2019;o cartão Bradesco é muito rui porque cobra muito juros;;
Hugleidson Rocha;22 de julho de 2019;Demora muito para as transações cair no App.;;
Elisabete Pereira;9 de setembro de 2019;E de facil acesso;;
romario leite;24 de junho de 2019;é bom so tem algumas coisa meio confusas mais de resto é bom;;
Diego Henrique;29 de março de 2019;Aplicado digitaliza o número do cartao e depois fala que é inválido;;
Ricardo Alexandre;26 de julho de 2019;muito bom, muito bom mesmo pode baixar o aplicativo é responsa;;
Beatriz Doti Souza;15 de julho de 2019;Estou tentando acessar o fone fácil para obter informações do meu acesso no aplicativo e não consigo falar com nenhum atendente;;
Poliana Maria;3 de setembro de 2019;É bom .porém deveria da a opção de falar pelo chat.;;
assis alves;24 de agosto de 2019;Agora sim melhorou muito antes era um dos piores aplicativo hoje está muito melhor;;
Daniel B. de Oliveira;6 de agosto de 2019;mt bom app;;
Jessica Carvalho;26 de agosto de 2019;O app esta dando erro frequentemente, ja apaguei e instalei novamente e nada muda. Alguma sugestão?;;
Jafia Maia;29 de julho de 2019;na primeira vez que tentei usar o app não consegui. Então eu liguei para central do cartão e solicite que a minha fatura fosse enviada para o meu e-mail. Na central foi feito um cadastro do meu cartão e tentei novamente agora estou conseguindo usar normalmente o app. eu gosto do app . poderia ter a …;;
Eliane De Souza;30 de julho de 2019;otima facilidade de acesso;;
caroline santos martins;4 de junho de 2019;o App eh bom mais nao consigo mais entrar nele;;
Leoni Spiandorello;13 de junho de 2019;SEMPRE USEI O BRADESCO SEMPRE GOSTEI .RECOMENDO NUNCA DEU PROBLEMA..;;
Paulo Oliveira;17 de junho de 2019;ótimo aplicativo mais deveria ter opções de aumento de limite e upgrade de cartões no próprio aplicativo sem ter que ligar pro fone fácil fica a dica;;
Lisandro Kunzler;17 de maio de 2019;Alega nao ter conexao segura a todo momento. Inutilizavel.;;
Tito speed;11 de outubro de 2019;Gastos e limites não correspondem ao que realmente é, já tentei várias vezes e nada;;
Adriano corrêa;10 de julho de 2019;Aplicativo muito facil de usar;;
flavio andrade;15 de agosto de 2019;otimo aplicativo!bem detalhado;;
Fabiola Cerri Cingano;6 de maio de 2019;Acho o aplicativo incompleto e obsoleto. Hoje tudo é feito por aplicativo.. por internet.. falta opções necessárias.;;
Denis Teodoro;9 de setembro de 2019;Ótimo aplicativo nota 10;;
Johnny Souza;9 de outubro de 2019;Não consigo criar um perfil,pois da número ou senha do cartão errada,..;;
Sonia Kupka;12 de março de 2019;péssimo App!! antes funcionava, agora não consigo nem colocar a senha! já desinstalei, instalei de novo, liguei p sac, enfim, nada resolvido! decepcionante!;;
Lucas Bye-Bye;22 de maio de 2019;Bradesco esse aplicativo não abre depois que foi atualizado conserte por favor;;
Roberto Silva;10 de outubro de 2019;Experiência muito boa até o momento;;
Darlan Brito;6 de maio de 2019;só e ruim pq toda vez que é pra pedi a fatura no App não chega no á e-mail tem que ficar ligando da Central pra pedi 🙁;;
João Carlos Calil;6 de maio de 2019;facil de usar e com as informações necessárias;;
Jhonwenblem Nascimento;12 de agosto de 2019;Estou tentando entra e so da erro de rede,já tentei pelos dados móveis e nada !;;
Alessandra Paula Guilherme da Silva;23 de novembro de 2018;Porque o aplicativo não funciona alguém pode me responder ???;;
Rose Bernardo;29 de novembro de 2018;Troquei de telefone, baixei o aplicativo e não consigo mais acessar nada, pois, não sinaliza pra colocar a senha. COM MUITA RAIVA;;
VAGABUNDO NATO;24 de fevereiro de 2019;Eu emprestei meu cartão de crédito para uma amiga ela fez umas compras etc. Agora eu quero pagar a fatura do cartão mas não consigo entrar no app ta dando erro de cpf;;
Marco Silva;26 de agosto de 2019;Bom e bastante prático!;;
Rose Libório;10 de agosto de 2019;precisa ser melhorado!;;
Um usuário do Google;8 de janeiro de 2019;Perfeito, sem comentários e as compras passadas chegam na hora com o saldo atualizado. ✌😍;;
Gleici Rodrigues;9 de outubro de 2019;Horrível !! Não consigo ver nada em relação ao meu cartão faço uma compra mostra cobrando duas vezes no mesmo local app lixo !!;;
Anete Cassia;23 de março de 2019;Eu tinha esse aplicativo a mais de um ano no meu celular, derepente do nada começou dar erro, serviço indisponíveis, liguei na central dos cartões, pediram pra eu mandar um print da tela por e-mail enviei fiz td direitinho e até o momento não houve solução e nenhum respaldo, aff que estresse.;;
Julio Cesar;17 de julho de 2019;ótimo atende as necessidades do dia a dia!;;
Tayná Silva;13 de outubro de 2019;Ultimamente não consigo ver o código de barra da minha fatura;;
Ane Caroline Trindade;25 de maio de 2019;não funciona sem internet e nao notifica quando é usado;;
Andrea Soares;29 de julho de 2019;muito boa gosto muito;;
Joelmir Manhaes;26 de agosto de 2019;Otimo da pra fazer tudo n app;;
Pollyanna Freitas;12 de agosto de 2019;Excelente. Poderia incluir a opção de aumentar limite tbm kkkkk;;
Augusto Vicente;18 de agosto de 2019;Ótimo App para Gerenciar meus cartões. Pra mim tá bom. Me atende bem.;;
Denise senna Santo Denise senna Santo;22 de maio de 2019;É muito ruim não consigo vê o limite;;
Julio Camurça;19 de outubro de 2018;Não consigo cadastrar meu cartão. Aparece que a função está temporariamente suspensa e que é pra voltar mais tarde, mas ja faz 1 mês e nada!!!;;
Luciene Zeferino;29 de maio de 2019;Amei muito fácil de mexer;;
Josuel Freitas;16 de agosto de 2019;e otimo muito pratico e raoido;;
Alberto2018@gmail.com Santos;11 de agosto de 2019;o controle de gastos é ideal o uso do app.;;
Genielly De Lima;24 de julho de 2019;até aqui superou minhas expectativas otimo;;
Jose Santos;26 de julho de 2019;gostei fácil de entender super rápido de encaminhar o boleto.;;
Vinicius Carvalho;28 de abril de 2019;não consigo acessar o aplicativo so aparece uma mensagem de serviço indisponível;;
Ca Rocky;22 de julho de 2019;O app é bem útil, mas ainda faltam algumas funções que poderiam estar disponíveis ao usuário, sem a necessidade de ligação para Central de atendimento, como modificação de datas de vencimento e algumas modificações básicas que poderiam ser feitas de maneira muito mais rápida se disponível no app.;;
Nanda Andrade;26 de junho de 2019;amei me ajuda mt;;
viviane policeno rossi;3 de junho de 2019;Gostei! assim tenho acesso direto em meus gastos! Fácil e pratico!;;
luciano frança;27 de junho de 2019;mto bom mas precisa detalhar melhor as transações;;
Sueli Ramineli;17 de agosto de 2019;pra mim ótimo;;
Um usuário do Google;2 de janeiro de 2019;não gostei todas as vezes que vou acesa tenho que fazer o cadastro péssimo . vocês , responsável. pelo esse aplicativo, tem que fazer, alguma coisa, que preste de verdade . aff;;
Daiane Pereira;9 de outubro de 2019;Muito eficiente eu recomendo!;;
David Almeida;5 de novembro de 2018;Nao estou conseguindo acessar o app. Fiz um cartao ontem na C&A e quando vou tentar acessar diz que meus dados não foi encontrado . Já tentei ligar na central e fala que está indisponivel no momento ! Não era Dow eu esperava .;;
Maria Aparecida Ismeria Barbosa Rodrigues Da Silva;4 de setembro de 2019;Melhor q os outros aplicativos;;
Gledice Maria;4 de setembro de 2019;Exelente Gostei , muito útil ,bem prático facilitou 100% a minha vida amei;;
Francis Costa;7 de janeiro de 2019;Gente o que houve com o aplicativo eu amava controlava tudo por ali,mas tive um bug no aparelho precisei desinstalar e quanto instalei novamente, minha nossa..não funciona fica travando e não aparece os cartões adicional que eu tinha cadastrado so da pra cadastrar 1😧 Concertem por favor.;;
fabio carlos;17 de julho de 2019;como tinha dito estava com problemas ao cadastrar o cartão no aplicativo, porem depois do feedback conseguiram resolver o meu problema, obrigado equipe do aplicativo bradesco cartões, como tinha dito avalie com 5 estrelas pois o aplicativo é otimo, obrigado equipe....;;
Um usuário do Google;20 de fevereiro de 2019;Era show mas, agora infelizmente não é mais... antes conseguia cadastrar meus 2 cartões e agora não aparece nem a opção pra colocar o outro. Detalhe: já instalei e desinstalei pra ver se dava certo e nada.;;
Maria Barbosa;30 de maio de 2019;Nao estou conseguindo acessar. Diz que minha conexão não é segura. Estava usando, fechou com essa mensagem, agora nao abre mais, da a mensagem e fecha.;;
Alexsandro Diniz;6 de agosto de 2019;depois da nova atualização o app esta pessimo horrivel toda vez que tento mim cadastrar fica disendo que estou sem conexão com a internet sendo que tou com net ageitem isso ai pelo amor de Deus;;
Marinez Silva;28 de setembro de 2019;Apenas quero meu cartão de crédito já que tenho o de débito ok;;
Alexander Araújo Werlang;3 de junho de 2019;Bom, mas pode melhorar no quesito extrato.;;
Vilma Medeiros;29 de junho de 2019;rapidez e praticidade;;
Um usuário do Google;16 de dezembro de 2018;Devia melhor da descrição das coisas e quando pagar baixar do sistema na hora e não depois de um tempo;;
Monica Viana Nunes;6 de maio de 2019;Não ta funcionando a mt tempo só da assim serviço indisponível.;;
Gabriel Monteiro;23 de julho de 2019;app ta com um erro, toda vez dando erro de conexão, sendo que eu tenho internet no celular.;;
Marisa Contrera;6 de maio de 2019;estava acessando com a digital, de repente pediu a senha e apesar de eu estar colocando a senha correta bloqueou o acesso, decepcionante;;
Ana Carla Baumgratz;7 de agosto de 2019;Estou tentando a horaa fazer o cadastramento no aplicativo e simplesmente aparece uma mensagem de erro por fakta de conexão, sendo que os dados móveis e o wi-fi estão em perfeito funcionamento. Ao invés de facilitar...;;
Luciano Dias;12 de janeiro de 2019;Falta no aplicativo meio de ver empréstimos efetuado e de fazer empréstimo pelo mesmo.. Outro ponto chato e obrigado a atualizar o aplicativo pois sem atualizar o mesmo não abre.;;
Jorge Azevedo;3 de agosto de 2019;Pode melhorar mais a interface, acrescentar gastos futuros, gráficos...;;
gabriel donizeti de souza;24 de novembro de 2018;não consigo acessar meu cartão diz que está bloqueado;;
Alison Felipe;30 de julho de 2019;muito bom, posso ver todos as coisas do meu cartão 👏👏;;
Georgia Chagas;21 de agosto de 2019;Não consigo cadastrar meu perfil. Preencho meu nome e CPF, mas não consigo avançar, Ja desinstalei e instalei várias vezes.;;
Thiago alexandre;11 de março de 2019;faz mais de duas semana que o app nao esta funcionando, arrumem isso logo!;;
Dudu Chagas;18 de maio de 2019;no meu aparece que minha net n eh confiavel e n entra.;;
Rosivania Andrade;2 de junho de 2019;sempre usei o App depois da atualização não tá funcionando mais, tá dizendo direto que tem que liga ora central de atendimento;;
Adilson Nascento;18 de junho de 2019;Após atualizar parou de funcionar.;;
allan Rafael;8 de fevereiro de 2019;aplicativo horrível, depois que atualizou não consigo entrar maa no aplicativo;;
Thalya Martins;18 de agosto de 2019;e bom tirando qdo nao trava;;
Um usuário do Google;8 de janeiro de 2019;Só consigo visualizar a fatura proxima a vencer. Nao tem como visualizar as faturas vincendas em meses futuros. Tambem demoram uma.semana para lançarem suas compras. enfim muito fraquinho este app.;;
Dayane Teles;11 de setembro de 2019;Muito bom e rápido!!;;
Naiane Rodrigues Lacerda;1 de outubro de 2019;Gostei facilita muito;;
Ana Leal;21 de agosto de 2019;Apresenta constantemente a mensagem de Erro, serviço indisponível e a tela do app fica escurecida.;;
Sâmara Natiele;20 de junho de 2019;facil acesso, tem extrato, boleto posso consultar tudo, otimo para se planejar e controlar os gastos;;
Vinícius Henrique;24 de julho de 2019;muito bom app;;
z1 z2;4 de julho de 2019;ta faltando a opcao de mudanca de forma de pagamento pois o meu é em debito automatico e nao tenho a opcao de mudar pra boleto bancario.;;
Carlinha Fonseca;26 de junho de 2019;muito bom, através dele consigo fazer tudo;;
Leydi Bueno;17 de maio de 2019;ada a reclamar muito bom;;
Maycon Douglas;16 de junho de 2019;nem consigo me cadastrar no app gostaria de saber como faço para cadastrar meu perfil não dar certo ponho meu nome e CPF até ai ok depois pede número do cartão e no CPF ,más so fala para verificar o número do cartão tem até a opção de tirar foto fiz também mesmo assim não dar certo;;
